availability,category,price,stars,title
True,fiction,40.85,2,lab girl
True,fiction,45.14,2,lies and other acts of love
True,add a comment,33.23,5,don't forget steven
True,add a comment,43.68,5,dress your family in corduroy and denim
True,add a comment,33.95,5,"fruits basket, vol. 9 (fruits basket #9)"
True,add a comment,20.91,5,if i gave you god's phone number....: searching for spirituality in america
True,add a comment,47.44,5,modern day fables
True,add a comment,10.41,5,"nano what now? finding your editing process, revising your nanowrimo book and building a writing career through publishing and beyond"
True,add a comment,25.08,5,nap-a-roo
True,add a comment,54.81,5,suzie snowflake: one beautiful flake (a self-esteem story)
True,add a comment,54.4,5,the alien club
True,add a comment,52.98,5,the art and science of low carbohydrate living
True,add a comment,24.57,5,the book of mormon
True,add a comment,55.91,5,"the fabric of the cosmos: space, time, and the texture of reality"
True,add a comment,16.68,5,the flowers lied
True,add a comment,12.34,5,"the moosewood cookbook: recipes from moosewood restaurant, ithaca, new york"
True,add a comment,44.05,5,the new brand you: your new image makes the sale for you
True,add a comment,28.03,5,the shack
True,nonfiction,39.67,2,shadows of the past (logan point #1)
True,nonfiction,58.33,2,silence in the dark (logan point #4)
True,nonfiction,38.89,2,smarter faster better: the secrets of being productive in life and business
True,nonfiction,28.93,2,south of sunshine
True,nonfiction,36.91,2,the e-myth revisited: why most small businesses don't work and what to do about it
True,nonfiction,35.88,2,the grownup
True,nonfiction,51.15,2,the high mountains of portugal
True,nonfiction,41.39,2,the martian (the martian #1)
True,nonfiction,28.45,2,"the midnight assassin: panic, scandal, and the hunt for america's first serial killer"
True,nonfiction,43.02,2,the new drawing on the right side of the brain
True,nonfiction,43.62,2,the unlikely pilgrimage of harold fry (harold fry #1)
True,nonfiction,36.94,2,vagabonding: an uncommon guide to the art of long-term world travel
True,nonfiction,39.36,2,when breath becomes air
True,nonfiction,17.76,2,why not me?
True,nonfiction,34.06,2,"zero to one: notes on startups, or how to build the future"
True,nonfiction,35.79,2,23 degrees south: a tropical tale of changing whether...
True,sequential art,10.29,5,history of beauty
True,sequential art,40.45,5,howl and other poems
True,sequential art,21.96,5,hystopia: a novel
True,sequential art,44.21,5,i will find you
True,sequential art,56.48,5,i'll give you the sun
True,sequential art,20.22,5,john vassos: industrial design for modern life
True,sequential art,47.13,5,kierkegaard: a christian missionary to christians
True,sequential art,45.05,5,kill 'em and leave: searching for james brown and the american soul
True,sequential art,40.72,5,left behind (left behind #1)
True,sequential art,29.04,5,les fleurs du mal
True,sequential art,12.55,5,living forward: a proven plan to stop drifting and get the life you want
True,sequential art,25.06,5,"love that boy: what two presidents, eight road trips, and my son taught me about a parent's expectations"
True,sequential art,29.48,5,man's search for meaning
True,sequential art,58.54,5,miller's valley
True,sequential art,36.39,5,my life next door (my life next door )
True,sequential art,53.64,5,out of print: city lights spotlight no. 14
True,default,35.96,2,the whale
True,default,34.72,2,the year of living biblically: one man's humble quest to follow the bible as literally as possible
True,default,25.55,2,toddlers are a**holes: it's not your fault
True,default,37.33,2,under the tuscan sun
True,default,46.33,2,unreasonable hope: finding faith in the god who brings purpose to your pain
True,default,25.37,2,what happened on beale street (secrets of the south mysteries #2)
True,default,22.14,2,wildlife of new york: a five-borough coloring book
True,default,12.08,2,you are a badass: how to stop doubting your greatness and start living an awesome life
True,default,44.48,2,"""most blessed of the patriarchs"": thomas jefferson and the empire of the imagination"
True,default,53.63,2,32 yolks
True,default,13.2,2,"a murder over a girl: justice, gender, junior high"
True,default,55.06,2,being mortal: medicine and what matters in the end
True,default,56.91,2,between the world and me
True,default,19.22,2,brazen: the courage to find the you that's been hiding
True,default,11.45,2,brilliant beacons: a history of the american lighthouse
True,default,37.51,2,death by leisure: a cautionary tale
True,art,32.38,4,playing from the heart
True,art,34.41,4,raymie nightingale
True,art,51.74,4,"rich dad, poor dad"
True,art,52.87,4,"shrunken treasures: literary classics, short, sweet, and silly"
True,art,40.2,4,sister dear
True,art,20.9,4,"sit, stay, love"
True,art,20.9,4,steal like an artist: 10 things nobody told you about being creative
True,art,20.12,4,team of rivals: the political genius of abraham lincoln
True,art,33.17,4,the 7 habits of highly effective people: powerful lessons in personal change
True,art,32.34,4,the art book
True,art,52.3,4,the bachelor girl's guide to murder (herringford and watts mysteries #1)
True,art,42.78,4,the bourne identity (jason bourne #1)
True,art,16.62,4,the constant princess (the tudor court #1)
True,art,35.67,4,the drowning girls
True,art,39.55,4,the faith of christopher hitchens: the restless soul of the world's most notorious atheist
True,art,16.24,4,the glass castle
True,young adult,25.77,4,blue like jazz: nonreligious thoughts on christian spirituality
True,young adult,52.6,4,"chronicles, vol. 1"
True,young adult,17.97,4,counted with the stars (out from egypt #1)
True,young adult,20.89,4,delivering the truth (quaker midwife mystery #1)
True,young adult,12.16,4,every heart a doorway (every heart a doorway #1)
True,young adult,46.64,4,finding god in the ruins: how god redeems pain
True,young adult,45.13,4,for the love: fighting for grace in a world of impossible standards
True,young adult,19.57,4,"fruits basket, vol. 7 (fruits basket #7)"
True,young adult,37.05,4,good in bed (cannie shapiro #1)
True,young adult,28.25,4,how to be a domestic goddess: baking and the art of comfort cooking
True,young adult,46.01,4,how to cook everything vegetarian: simple meatless recipes for great food (how to cook everything)
True,young adult,57.43,4,john adams
True,young adult,39.61,4,king's folly (the kinsman chronicles #1)
True,young adult,51.17,4,leave this song behind: teen poetry at its best
True,young adult,13.22,4,life of pi
True,young adult,28.77,4,like never before (walker family #2)
True,biography,15.42,3,the collected poems of w.b. yeats (the collected works of w.b. yeats #1)
True,biography,10.27,3,the fellowship of the ring (the lord of the rings #1)
True,biography,15.79,3,the girl you left behind (the girl you left behind #1)
True,biography,46.85,3,the god delusion
True,biography,18.77,3,the golden compass (his dark materials #1)
True,biography,30.54,3,the great railway bazaar
True,biography,17.8,3,the hobbit (middle-earth universe)
True,biography,37.34,3,the invention of wings
True,biography,43.27,3,the joy of cooking
True,biography,31.58,3,the makings of a fatherless child
True,biography,59.45,3,the man who mistook his wife for a hat and other clinical tales
True,biography,24.8,3,the mysterious affair at styles (hercule poirot #1)
True,biography,55.02,3,the perks of being a wallflower
True,biography,39.67,3,the rise and fall of the third reich: a history of nazi germany
True,biography,57.84,3,the sound of love
True,biography,44.81,3,a gathering of shadows (shades of magic #2)
True,food and drink,56.88,5,a year in provence (provence #1)
True,food and drink,21.3,5,an unquiet mind: a memoir of moods and madness
True,food and drink,39.61,5,better homes and gardens new cook book
True,food and drink,58.55,5,catherine the great: portrait of a woman
True,food and drink,36.39,5,"death note, vol. 6: give-and-take (death note #6)"
True,food and drink,40.32,5,deception point
True,food and drink,20.96,5,"fruits basket, vol. 6 (fruits basket #6)"
True,food and drink,56.59,5,fun home: a family tragicomic
True,food and drink,42.14,5,"girl, interrupted"
True,food and drink,18.32,5,give it back
True,food and drink,46.49,5,how to stop worrying and start living
True,food and drink,49.98,5,in cold blood
True,food and drink,38.38,5,in the woods (dublin murder squad #1)
True,food and drink,19.02,5,me before you (me before you #1)
True,food and drink,48.51,5,mere christianity
True,food and drink,46.58,5,musicophilia: tales of music and the brain
True,historical fiction,44.58,4,the expatriates
True,historical fiction,56.0,4,the false prince (the ascendance trilogy #1)
True,historical fiction,47.22,4,the fault in our stars
True,historical fiction,45.56,4,the firm
True,historical fiction,13.76,4,the grand design
True,historical fiction,55.91,4,the hiding place
True,historical fiction,24.73,4,the little paris bookshop
True,historical fiction,42.91,4,the mathews men: seven brothers and the war against hitler's u-boats
True,historical fiction,28.58,4,the metamorphosis
True,historical fiction,11.05,4,the power greens cookbook: 140 delicious superfood recipes
True,historical fiction,57.74,4,the raven boys (the raven cycle #1)
True,historical fiction,30.57,4,the raven king (the raven cycle #4)
True,historical fiction,15.08,4,the secret garden
True,historical fiction,38.4,4,this is your brain on music: the science of a human obsession
True,historical fiction,14.64,4,two summers
True,historical fiction,53.68,4,what if?: serious scientific answers to absurd hypothetical questions
True,default,15.52,1,kill the boy band
True,default,31.49,1,killing floor (jack reacher #1)
True,default,59.98,1,last one home (new beginnings #1)
